CustomerID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,avg_order_value,clv,customer_segment,coupon_recommendation
12407.0,124.0,77,2515.9,3.0,4,4,11.0,32.67402597402597,311971.60000000003,中高价值,中等代金券
12408.0,107.0,105,3174.0,3.0,4,4,11.0,30.228571428571428,339618.0,中高价值,中等代金券
12409.0,153.0,109,3896.2,4.0,4,5,13.0,35.74495412844036,596118.5999999999,高价值,大额代金券
12410.0,383.0,26,1647.2,5.0,2,3,10.0,63.353846153846156,630877.6,中高价值,中等代金券
12412.0,149.0,61,1655.4,4.0,4,3,11.0,27.13770491803279,246654.6,中高价值,中等代金券
12413.0,141.0,38,1823.4,4.0,3,4,11.0,47.98421052631579,257099.40000000002,中高价值,中等代金券
12414.0,292.0,18,1542.6,5.0,2,3,10.0,85.69999999999999,450439.19999999995,中高价值,中等代金券
12415.0,99.0,716,20970.8,2.0,5,5,12.0,29.28882681564246,2076109.2,高价值,大额代金券
12417.0,5.0,192,10248.8,1.0,5,5,11.0,53.37916666666666,51244.0,中高价值,中等代金券
12418.0,187.0,34,1211.9,4.0,3,3,10.0,35.64411764705883,226625.30000000002,中高价值,中等代金券
12420.0,138.0,29,1365.1,3.0,2,3,8.0,47.07241379310344,188383.8,中低价值,小额代金券
12421.0,90.0,45,2034.1,2.0,3,4,9.0,45.20222222222222,183069.0,中高价值,中等代金券
12422.0,170.0,39,1271.5,4.0,3,3,10.0,32.6025641025641,216155.0,中高价值,中等代金券
12423.0,1.0,125,3642.0,1.0,5,5,11.0,29.136,3642.0,中高价值,中等代金券
12424.0,237.0,30,834.2,5.0,3,2,10.0,27.80666666666667,197705.40000000002,中高价值,中等代金券
12425.0,153.0,36,923.2,4.0,3,2,9.0,25.644444444444446,141249.6,中高价值,中等代金券
12426.0,269.0,30,1180.9,5.0,3,3,11.0,39.36333333333334,317662.10000000003,中高价值,中等代金券
12427.0,20.0,31,1422.6,1.0,3,3,7.0,45.89032258064516,28452.0,中低价值,小额代金券
12428.0,100.0,294,13604.6,2.0,5,5,12.0,46.274149659863944,1360460.0,高价值,大额代金券
12429.0,13.0,97,3521.8,1.0,4,4,9.0,36.30721649484536,45783.4,中高价值,中等代金券
12430.0,118.0,11,684.8,3.0,1,2,6.0,62.25454545454545,80806.4,中低价值,小额代金券
12431.0,5.0,236,8894.9,1.0,5,5,11.0,37.69025423728814,44474.5,中高价值,中等代金券
12432.0,117.0,108,11394.9,3.0,4,5,12.0,105.50833333333333,1333203.3,高价值,大额代金券
12433.0,14.0,420,9209.5,1.0,5,5,11.0,21.927380952380954,128933.0,中高价值,中等代金券
12434.0,159.0,50,1836.3,4.0,3,4,11.0,36.726,291971.7,中高价值,中等代金券
12435.0,154.0,36,1972.5,4.0,3,4,11.0,54.791666666666664,303765.0,中高价值,中等代金券
12436.0,174.0,16,842.8,4.0,2,2,8.0,52.675,146647.19999999998,中低价值,小额代金券
12437.0,84.0,200,7985.0,2.0,5,5,12.0,39.925,670739.9999999999,高价值,大额代金券
12438.0,89.0,98,3817.0,2.0,4,5,11.0,38.94897959183673,339712.99999999994,中高价值,中等代金券
12441.0,14.0,11,407.1,1.0,1,2,4.0,37.00909090909091,5699.4,低价值,无代金券
12442.0,381.0,12,400.8,5.0,1,1,7.0,33.4,152704.8,中低价值,小额代金券
12444.0,96.0,177,11191.3,2.0,5,5,12.0,63.2276836158192,1074364.7999999998,高价值,大额代金券
12445.0,96.0,4,319.5,2.0,1,1,4.0,79.875,30672.0,低价值,无代金券
12446.0,133.0,58,2481.0,3.0,3,4,10.0,42.775862068965516,329973.0,中高价值,中等代金券
12447.0,318.0,26,929.3,5.0,2,3,10.0,35.74230769230769,295517.39999999997,中高价值,中等代金券
12448.0,119.0,22,1309.4,3.0,2,3,8.0,59.51818181818182,155818.6,中低价值,小额代金券
12449.0,97.0,191,7056.9,2.0,5,5,12.0,36.947120418848165,684519.2999999999,高价值,大额代金券
12450.0,231.0,8,129.4,5.0,1,1,7.0,16.175,29891.4,中低价值,小额代金券
12451.0,85.0,354,8673.3,2.0,5,5,12.0,24.500847457627117,737230.4999999999,高价值,大额代金券
12452.0,92.0,22,986.7,2.0,2,3,7.0,44.85,90776.40000000001,中低价值,小额代金券
12453.0,209.0,43,1029.1,4.0,3,3,10.0,23.93255813953488,215081.9,中高价值,中等代金券
12454.0,131.0,15,1092.3,3.0,2,3,8.0,72.82,143091.3,中低价值,小额代金券
12455.0,148.0,90,2856.0,4.0,4,4,12.0,31.733333333333334,422688.0,高价值,大额代金券
12456.0,119.0,125,4530.7,3.0,5,5,13.0,36.245599999999996,539153.2999999999,高价值,大额代金券
12457.0,141.0,63,3321.4,4.0,4,4,12.0,52.72063492063492,468317.4,高价值,大额代金券
12458.0,146.0,38,1644.0,4.0,3,3,10.0,43.26315789473684,240024.0,中高价值,中等代金券
12461.0,169.0,35,1490.6,4.0,3,3,10.0,42.58857142857143,251911.4,中高价值,中等代金券
12462.0,93.0,62,2907.5,2.0,4,4,10.0,46.895161290322584,270397.5,中高价值,中等代金券
12463.0,128.0,83,2526.1,3.0,4,4,11.0,30.434939759036144,323340.8,中高价值,中等代金券
12464.0,85.0,29,3431.5,2.0,2,4,8.0,118.32758620689656,291677.5,中低价值,小额代金券
12465.0,92.0,47,1297.2,2.0,3,3,8.0,27.6,119342.40000000001,中低价值,小额代金券
12468.0,262.0,38,1335.7,5.0,3,3,11.0,35.15,349953.4,中高价值,中等代金券
12471.0,5.0,460,19781.7,1.0,5,5,11.0,43.00369565217392,98908.5,中高价值,中等代金券
12472.0,17.0,339,8128.1,1.0,5,5,11.0,23.97669616519174,138177.69999999998,中高价值,中等代金券
12473.0,104.0,168,13984.2,3.0,5,5,13.0,83.23928571428571,1454356.8,高价值,大额代金券
12474.0,92.0,424,12150.4,2.0,5,5,12.0,28.656603773584905,1117836.8,高价值,大额代金券
12475.0,128.0,36,1058.8,3.0,3,3,9.0,29.41111111111111,135526.4,中高价值,中等代金券
12476.0,10.0,233,11256.3,1.0,5,5,11.0,48.310300429184544,112563.0,中高价值,中等代金券
12477.0,97.0,300,13149.6,2.0,5,5,12.0,43.832,1275511.2,高价值,大额代金券
12478.0,381.0,36,1633.6,5.0,3,3,11.0,45.37777777777777,622401.6,中高价值,中等代金券
12479.0,86.0,31,827.3,2.0,3,2,7.0,26.687096774193545,71147.8,中低价值,小额代金券
12480.0,103.0,154,4827.0,3.0,5,5,13.0,31.344155844155843,497181.0,高价值,大额代金券
12481.0,2.0,217,7410.5,1.0,5,5,11.0,34.14976958525346,14821.000000000002,中高价值,中等代金券
12483.0,92.0,75,3898.6,2.0,4,5,11.0,51.98133333333333,358671.2,中高价值,中等代金券
12484.0,107.0,346,10816.3,3.0,5,5,13.0,31.260982658959534,1157344.0999999999,高价值,大额代金券
12488.0,84.0,55,2054.1,2.0,3,4,9.0,37.347272727272724,172544.4,中高价值,中等代金券
12489.0,411.0,15,886.2,5.0,2,2,9.0,59.080000000000005,364228.2,中高价值,中等代金券
12490.0,92.0,245,6597.5,2.0,5,5,12.0,26.928571428571427,606970.0,高价值,大额代金券
12491.0,113.0,26,878.0,3.0,2,2,7.0,33.76923076923077,99213.99999999999,中低价值,小额代金券
12492.0,138.0,20,669.5,3.0,2,2,7.0,33.475,92391.0,中低价值,小额代金券
12493.0,240.0,22,948.0,5.0,2,3,10.0,43.09090909090909,227520.0,中高价值,中等代金券
12494.0,6.0,77,2973.9,1.0,4,4,9.0,38.62207792207792,17843.4,中高价值,中等代金券
12497.0,156.0,14,288.4,4.0,1,1,6.0,20.599999999999998,44990.399999999994,中低价值,小额代金券
12498.0,96.0,23,965.5,2.0,2,3,7.0,41.97826086956522,92688.0,中低价值,小额代金券
12500.0,98.0,61,3438.5,2.0,4,4,10.0,56.368852459016395,336973.0,中高价值,中等代金券
12501.0,411.0,149,3594.9,5.0,5,5,15.0,24.126845637583894,1477503.9000000001,高价值,大额代金券
12502.0,170.0,147,9445.1,4.0,5,5,14.0,64.25238095238096,1605667.0,高价值,大额代金券
12504.0,93.0,9,811.0,2.0,1,2,5.0,90.11111111111111,75423.0,低价值,无代金券
12506.0,307.0,23,735.0,5.0,2,2,9.0,31.956521739130434,225645.0,中高价值,中等代金券
12507.0,209.0,22,1021.2,4.0,2,3,9.0,46.41818181818182,213430.80000000002,中高价值,中等代金券
12508.0,102.0,69,1187.1,2.0,4,3,9.0,17.204347826086956,121084.2,中高价值,中等代金券
12509.0,359.0,7,389.5,5.0,1,1,7.0,55.642857142857146,139830.5,中低价值,小额代金券
12510.0,217.0,33,1406.9,4.0,3,3,10.0,42.63333333333333,305297.30000000005,中高价值,中等代金券
12512.0,141.0,34,877.0,4.0,3,2,9.0,25.794117647058822,123657.0,中高价值,中等代金券
12513.0,187.0,35,763.2,4.0,3,2,9.0,21.805714285714288,142718.4,中高价值,中等代金券
12514.0,370.0,51,1681.4,5.0,3,3,11.0,32.96862745098039,622118.0,中高价值,中等代金券
12515.0,1.0,16,1085.0,1.0,2,3,6.0,67.8125,1085.0,中低价值,小额代金券
12516.0,153.0,26,708.7,4.0,2,2,8.0,27.25769230769231,108431.1,中低价值,小额代金券
12517.0,103.0,284,6681.8,3.0,5,5,13.0,23.527464788732395,688225.4,高价值,大额代金券
12518.0,103.0,124,3518.1,3.0,5,4,12.0,28.371774193548386,362364.3,高价值,大额代金券
12519.0,138.0,18,538.4,3.0,2,2,7.0,29.91111111111111,74299.2,中低价值,小额代金券
12520.0,154.0,152,4998.4,4.0,5,5,14.0,32.88421052631579,769753.6000000001,高价值,大额代金券
12521.0,217.0,38,1138.4,4.0,3,3,10.0,29.957894736842107,247032.80000000002,中高价值,中等代金券
12522.0,114.0,12,600.1,3.0,1,2,6.0,50.00833333333333,68411.40000000001,中低价值,小额代金券
12523.0,94.0,106,5231.6,2.0,4,5,11.0,49.35471698113208,491770.4,中高价值,中等代金券
12524.0,84.0,144,4200.6,2.0,5,5,12.0,29.170833333333334,352850.4,高价值,大额代金券
12526.0,128.0,71,2381.2,3.0,4,4,11.0,33.53802816901408,304793.6,中高价值,中等代金券
12527.0,156.0,18,527.3,4.0,2,2,8.0,29.29444444444444,82258.79999999999,中低价值,小额代金券
12528.0,84.0,92,5048.9,2.0,4,5,11.0,54.87934782608695,424107.6,中高价值,中等代金券
12530.0,134.0,66,2564.4,3.0,4,4,11.0,38.85454545454546,343629.60000000003,中高价值,中等代金券
12531.0,89.0,17,647.6,2.0,2,2,6.0,38.09411764705882,57636.4,中低价值,小额代金券
12532.0,105.0,16,591.7,3.0,2,2,7.0,36.98125,62128.50000000001,中低价值,小额代金券
12534.0,205.0,63,1912.3,4.0,4,4,12.0,30.353968253968254,392021.5,高价值,大额代金券
12535.0,166.0,34,1513.5,4.0,3,3,10.0,44.51470588235294,251241.0,中高价值,中等代金券
12536.0,118.0,261,90709.29999999999,3.0,5,5,13.0,347.5452107279693,10703697.399999999,高价值,大额代金券
12538.0,104.0,21,765.1,3.0,2,2,7.0,36.43333333333334,79570.40000000001,中低价值,小额代金券
12539.0,97.0,273,11401.9,2.0,5,5,12.0,41.765201465201464,1105984.3,高价值,大额代金券
12540.0,10.0,478,18388.9,1.0,5,5,11.0,38.47050209205021,183889.0,中高价值,中等代金券
12541.0,104.0,52,1880.2,3.0,3,4,10.0,36.15769230769231,195540.80000000002,中高价值,中等代金券
12544.0,112.0,19,780.2,3.0,2,2,7.0,41.06315789473685,87382.40000000001,中低价值,小额代金券
12545.0,150.0,50,2011.9,4.0,3,4,11.0,40.238,301785.0,中高价值,中等代金券
12546.0,121.0,69,2207.5,3.0,4,4,11.0,31.992753623188406,267107.5,中高价值,中等代金券
12547.0,272.0,8,636.0,5.0,1,2,8.0,79.5,172992.0,中低价值,小额代金券
12548.0,241.0,5,336.0,5.0,1,1,7.0,67.2,80976.0,中低价值,小额代金券
12550.0,154.0,57,1761.5,4.0,3,3,10.0,30.903508771929825,271271.0,中高价值,中等代金券
12551.0,5.0,10,168.0,1.0,1,1,3.0,16.8,840.0,低价值,无代金券
12552.0,113.0,20,1823.1,3.0,2,4,9.0,91.155,206010.3,中高价值,中等代金券
12553.0,100.0,191,6111.3,2.0,5,5,12.0,31.99633507853403,611130.0,高价值,大额代金券
12556.0,125.0,121,3221.4,3.0,4,4,11.0,26.62314049586777,402675.0,中高价值,中等代金券
12557.0,20.0,33,718.3,1.0,3,2,6.0,21.766666666666666,14366.0,中低价值,小额代金券
12558.0,385.0,11,137.5,5.0,1,1,7.0,12.5,52937.5,中低价值,小额代金券
12559.0,385.0,21,745.3,5.0,2,2,9.0,35.49047619047619,286940.5,中高价值,中等代金券
12560.0,187.0,105,2999.1,4.0,4,4,12.0,28.56285714285714,560831.7,高价值,大额代金券
12561.0,377.0,16,474.3,5.0,2,2,9.0,29.64375,178811.1,中高价值,中等代金券
12562.0,97.0,168,5356.2,2.0,5,5,12.0,31.882142857142856,519551.39999999997,高价值,大额代金券
12564.0,365.0,21,1171.0,5.0,2,3,10.0,55.76190476190476,427415.0,中高价值,中等代金券
12565.0,363.0,9,211.6,5.0,1,1,7.0,23.51111111111111,76810.8,中低价值,小额代金券
12566.0,161.0,19,741.7,4.0,2,2,8.0,39.03684210526316,119413.70000000001,中低价值,小额代金券
12567.0,15.0,446,15201.8,1.0,5,5,11.0,34.0847533632287,228027.0,中高价值,中等代金券
12569.0,92.0,188,10217.0,2.0,5,5,12.0,54.34574468085106,939964.0,高价值,大额代金券
12571.0,114.0,34,449.0,3.0,3,2,8.0,13.205882352941176,51186.0,中低价值,小额代金券
12572.0,126.0,60,2536.7,3.0,4,4,11.0,42.27833333333333,319624.19999999995,中高价值,中等代金券
12573.0,302.0,28,587.0,5.0,2,2,9.0,20.964285714285715,177274.0,中高价值,中等代金券
12574.0,390.0,11,572.0,5.0,1,2,8.0,52.0,223080.0,中低价值,小额代金券
12576.0,110.0,88,2116.0,3.0,4,4,11.0,24.045454545454547,232760.0,中高价值,中等代金券
12577.0,7.0,147,2638.7,1.0,5,4,10.0,17.95034013605442,18470.899999999998,中高价值,中等代金券
12578.0,96.0,114,3599.0,2.0,4,5,11.0,31.57017543859649,345504.0,中高价值,中等代金券
12579.0,153.0,29,968.2,4.0,2,3,9.0,33.38620689655173,148134.6,中高价值,中等代金券
12580.0,321.0,24,625.8,5.0,2,2,9.0,26.075,200881.8,中高价值,中等代金券
12581.0,114.0,15,433.9,3.0,2,2,7.0,28.926666666666666,49464.6,中低价值,小额代金券
12582.0,313.0,22,1151.0,5.0,2,3,10.0,52.31818181818182,360263.0,中高价值,中等代金券
12583.0,21.0,247,7665.9,1.0,5,5,11.0,31.036032388663966,160983.9,中高价值,中等代金券
12584.0,92.0,96,7185.0,2.0,4,5,11.0,74.84375,661020.0,中高价值,中等代金券
12585.0,0.0,87,3013.6,1.0,4,4,9.0,34.63908045977011,0.0,中高价值,中等代金券
12586.0,92.0,11,461.0,2.0,1,2,5.0,41.90909090909091,42412.0,低价值,无代金券
12587.0,385.0,4,462.4,5.0,1,2,8.0,115.6,178024.0,中低价值,小额代金券
12588.0,114.0,10,958.0,3.0,1,3,7.0,95.8,109212.0,中低价值,小额代金券
12589.0,103.0,35,1576.0,3.0,3,3,9.0,45.02857142857143,162328.00000000003,中高价值,中等代金券
12590.0,296.0,68,7172.2,5.0,4,5,14.0,105.4735294117647,2122971.1999999997,高价值,大额代金券
12591.0,392.0,26,983.0,5.0,2,3,10.0,37.80769230769231,385336.0,中高价值,中等代金券
12592.0,167.0,18,596.0,4.0,2,2,8.0,33.111111111111114,99532.0,中低价值,小额代金券
12593.0,184.0,21,557.0,4.0,2,2,8.0,26.523809523809526,102488.0,中低价值,小额代金券
12594.0,112.0,118,3567.3,3.0,4,4,11.0,30.231355932203392,399537.60000000003,中高价值,中等代金券
12596.0,126.0,27,1189.5,3.0,2,3,8.0,44.05555555555556,149877.0,中低价值,小额代金券
12597.0,94.0,206,8120.7,2.0,5,5,12.0,39.42087378640777,763345.7999999999,高价值,大额代金券
12598.0,84.0,132,3752.2,2.0,5,5,12.0,28.425757575757576,315184.8,高价值,大额代金券
12599.0,104.0,62,1857.7,3.0,4,4,11.0,29.962903225806453,193200.80000000002,中高价值,中等代金券
12600.0,5.0,64,3503.2,1.0,4,4,9.0,54.7375,17516.0,中高价值,中等代金券
12601.0,265.0,28,1823.1,5.0,2,4,11.0,65.11071428571428,483121.5,中高价值,中等代金券
12602.0,143.0,12,236.5,4.0,1,1,6.0,19.708333333333332,33819.5,中低价值,小额代金券
12603.0,96.0,3,289.5,2.0,1,1,4.0,96.5,27792.0,低价值,无代金券
12604.0,154.0,16,414.6,4.0,2,2,8.0,25.9125,63848.4,中低价值,小额代金券
12607.0,135.0,101,2179.3,3.0,4,4,11.0,21.577227722772278,294205.5,中高价值,中等代金券
12609.0,153.0,60,2110.7,4.0,4,4,12.0,35.17833333333333,322937.1,高价值,大额代金券
12610.0,97.0,106,5326.2,2.0,4,5,11.0,50.24716981132075,516641.39999999997,中高价值,中等代金券
12611.0,127.0,65,1738.8,3.0,4,3,10.0,26.75076923076923,220827.6,中高价值,中等代金券
12612.0,149.0,19,843.4,4.0,2,2,8.0,44.38947368421052,125666.59999999998,中低价值,小额代金券
12613.0,133.0,153,4395.1,3.0,5,5,13.0,28.726143790849676,584548.3,高价值,大额代金券
12614.0,380.0,20,1122.0,5.0,2,3,10.0,56.1,426360.0,中高价值,中等代金券
12615.0,112.0,105,3244.1,3.0,4,4,11.0,30.896190476190476,363339.2,中高价值,中等代金券
12616.0,170.0,32,1222.5,4.0,3,3,10.0,38.203125,207825.0,中高价值,中等代金券
12617.0,104.0,42,799.3,3.0,3,2,8.0,19.030952380952378,83127.19999999998,中低价值,小额代金券
12618.0,96.0,11,730.2,2.0,1,2,5.0,66.38181818181819,70099.20000000001,低价值,无代金券
12619.0,92.0,90,6350.9,2.0,4,5,11.0,70.56555555555555,584282.7999999999,中高价值,中等代金券
12620.0,89.0,92,1976.0,2.0,4,4,10.0,21.47826086956522,175864.0,中高价值,中等代金券
12621.0,5.0,467,13507.0,1.0,5,5,11.0,28.922912205567453,67535.0,中高价值,中等代金券
12622.0,307.0,11,631.3,5.0,1,2,8.0,57.39090909090908,193809.09999999998,中低价值,小额代金券
12623.0,379.0,18,473.2,5.0,2,2,9.0,26.288888888888888,179342.8,中高价值,中等代金券
12624.0,181.0,38,1471.4,4.0,3,3,10.0,38.72105263157895,266323.4,中高价值,中等代金券
12625.0,296.0,86,1867.4,5.0,4,4,13.0,21.713953488372095,552750.4,高价值,大额代金券
12626.0,98.0,294,8293.9,2.0,5,5,12.0,28.210544217687072,812802.2,高价值,大额代金券
12627.0,85.0,230,6757.2,2.0,5,5,12.0,29.379130434782606,574362.0,高价值,大额代金券
12628.0,108.0,41,1472.4,3.0,3,3,9.0,35.91219512195122,159019.2,中高价值,中等代金券
12630.0,84.0,64,2871.3,2.0,4,4,10.0,44.8640625,241189.2,中高价值,中等代金券
12631.0,133.0,31,1406.5,3.0,3,3,9.0,45.37096774193548,187064.5,中高价值,中等代金券
12633.0,143.0,101,3243.5,4.0,4,4,12.0,32.113861386138616,463820.50000000006,高价值,大额代金券
12635.0,164.0,101,2547.3,4.0,4,4,12.0,25.22079207920792,417757.2,高价值,大额代金券
12637.0,143.0,390,10367.4,4.0,5,5,14.0,26.583076923076923,1482538.2,高价值,大额代金券
12638.0,108.0,39,998.4,3.0,3,3,9.0,25.599999999999998,107827.19999999998,中高价值,中等代金券
12639.0,313.0,22,1082.0,5.0,2,3,10.0,49.18181818181818,338666.0,中高价值,中等代金券
12640.0,98.0,53,3030.0,2.0,3,4,9.0,57.16981132075472,296940.0,中高价值,中等代金券
12641.0,190.0,10,696.5,4.0,1,2,7.0,69.65,132335.0,中低价值,小额代金券
12642.0,100.0,47,1687.6,2.0,3,3,8.0,35.9063829787234,168760.0,中低价值,小额代金券
12643.0,204.0,24,1245.1,4.0,2,3,9.0,51.87916666666666,254000.4,中高价值,中等代金券
12644.0,204.0,31,869.4,4.0,3,2,9.0,28.04516129032258,177357.6,中高价值,中等代金券
12645.0,108.0,73,1906.1,3.0,4,4,11.0,26.110958904109587,205858.8,中高价值,中等代金券
12646.0,124.0,45,1074.2,3.0,3,3,9.0,23.871111111111112,133200.80000000002,中高价值,中等代金券
12647.0,5.0,122,6653.6,1.0,5,5,11.0,54.53770491803279,33268.0,中高价值,中等代金券
12648.0,229.0,21,666.2,4.0,2,2,8.0,31.723809523809525,152559.80000000002,中低价值,小额代金券
12649.0,182.0,31,836.1,4.0,3,2,9.0,26.970967741935485,152170.2,中高价值,中等代金券
12650.0,381.0,20,386.9,5.0,2,1,8.0,19.345,147408.9,中低价值,小额代金券
12651.0,409.0,9,202.0,5.0,1,1,7.0,22.444444444444443,82618.0,中低价值,小额代金券
12652.0,416.0,48,1390.7,5.0,3,3,11.0,28.972916666666666,578531.2000000001,中高价值,中等代金券
12653.0,223.0,43,1114.1,4.0,3,3,10.0,25.909302325581393,248444.3,中高价值,中等代金券
12654.0,85.0,38,1679.8,2.0,3,3,8.0,44.205263157894734,142783.0,中低价值,小额代金券
12656.0,92.0,126,5606.3,2.0,5,5,12.0,44.49444444444445,515779.60000000003,高价值,大额代金券
12657.0,86.0,47,2371.1,2.0,3,4,9.0,50.44893617021276,203914.6,中高价值,中等代金券
12658.0,93.0,36,1481.2,2.0,3,3,8.0,41.144444444444446,137751.6,中低价值,小额代金券
12659.0,104.0,5,265.4,3.0,1,1,5.0,53.08,27601.6,低价值,无代金券
12660.0,86.0,13,502.5,2.0,1,2,5.0,38.65384615384615,43215.0,低价值,无代金券
12662.0,21.0,230,7374.9,1.0,5,5,11.0,32.06478260869565,154872.9,中高价值,中等代金券
12664.0,92.0,37,4101.4,2.0,3,5,10.0,110.84864864864863,377328.8,中高价值,中等代金券
12665.0,399.0,3,205.0,5.0,1,1,7.0,68.33333333333333,81795.0,中低价值,小额代金券
12667.0,143.0,33,1196.0,4.0,3,3,10.0,36.24242424242424,171028.0,中高价值,中等代金券
12668.0,3.0,161,5568.2,1.0,5,5,11.0,34.585093167701864,16704.6,中高价值,中等代金券
12669.0,235.0,101,13878.8,5.0,4,5,14.0,137.41386138613862,3261518.0000000005,高价值,大额代金券
12670.0,85.0,92,2977.0,2.0,4,4,10.0,32.358695652173914,253045.0,中高价值,中等代金券
12672.0,404.0,10,379.0,5.0,1,1,7.0,37.9,153116.0,中低价值,小额代金券
12673.0,383.0,42,1229.9,5.0,3,3,11.0,29.283333333333335,471051.7,中高价值,中等代金券
12674.0,113.0,83,2681.4,3.0,4,4,11.0,32.30602409638554,302998.2,中高价值,中等代金券
